Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
0,0.08408240167824883,0,3.0,0,1,4,0,36.0,6.0,2.0,4.0,1.976912561144874,-0.28199874884572546,-1.3999454001513025,-0.4713753598973831
0,0.9572903378882359,1,1.0,0,0,0,0,48.0,4.0,3.0,2.0,0.2390960905268545,0.49964708215702613,-1.4851554438304242,-1.4626623836837784
0,0.20882639256538985,0,2.0,0,0,4,1,32.0,3.0,2.0,4.0,1.976912561144874,1.147541899691489,0.048625342393763316,0.3014924891564169
0,-1.2881014980803023,1,1.0,5,0,0,0,36.0,6.0,3.0,4.0,0.4758905477907846,1.6616857037576631,-1.1869202909534988,2.519287186441234
0,-0.41489356187031523,0,3.0,0,0,3,0,33.0,3.0,3.0,2.0,1.7592911551865988,0.8542713288757,-1.5703654875095456,0.15867995183125813
0,0.9572903378882359,1,2.0,0,1,0,0,48.0,6.0,1.0,4.0,0.20654146116731867,-0.2881341164360139,0.1764404079124456,-0.12274475407420136
0,-1.1633575071931614,0,1.0,3,1,2,0,26.0,6.0,3.0,2.0,1.1368538194927622,0.303315319267795,-0.1643997668040405,-0.26555729139936013
0,-1.6623334707417254,0,3.0,0,0,3,0,36.0,5.0,3.0,4.0,-0.7479393056971326,1.1168650617400466,-0.973895181755695,0.15867995183125813
0,-1.0386135163060204,0,2.0,3,0,1,0,25.0,4.0,1.0,4.0,-0.4048064762037034,0.04440280695762138,-1.2721303346326203,0.15867995183125813
0,-1.2881014980803023,0,4.0,0,1,3,0,36.0,5.0,3.0,2.0,0.6728490744014598,0.8088696087075653,0.1764404079124456,-0.12274475407420136
0,-0.7891255345317383,1,3.0,0,0,0,0,28.0,6.0,1.0,2.0,1.4146585050809577,0.6064024782280456,-1.0165002035952557,0.6375219887450254
1,-1.1633575071931614,0,2.0,0,0,4,0,30.0,2.0,4.0,4.0,0.9841775736388616,-1.4268583411935547,-1.8259956185469102,-2.9915966068119477
0,-2.5355414069517126,1,0.0,5,1,0,0,13.0,4.0,3.0,3.0,-0.625992936152225,0.36466899517067974,-1.144315269113938,-1.0510262466877327
0,-0.1654055800960332,0,3.0,5,1,2,0,35.0,5.0,3.0,3.0,0.275562965964096,-0.6182168927935339,-1.2295253127930597,1.2087721380456602
0,-2.5355414069517126,0,0.0,5,1,0,0,13.0,6.0,1.0,4.0,-1.201397645225989,-0.0009989132105133263,-0.9312901599161342,-0.7401989595682698
0,-0.5396375527574563,0,3.0,0,1,1,0,30.0,6.0,2.0,2.0,0.532340053429339,-0.13352285316074436,-1.655575531188667,-1.4458609087043481
0,-1.6623334707417254,0,2.0,3,0,3,0,36.0,3.0,1.0,2.0,-0.8986781024647034,0.7487430063227382,-1.6129705093491065,0.9105459571607701
0,1.331522310549659,1,4.0,5,0,1,0,47.0,5.0,2.0,4.0,0.237365703042848,0.20760358485929478,-1.4851554438304242,-0.559583103539393
0,1.082034328775377,0,2.0,0,0,2,0,50.0,5.0,2.0,4.0,-0.998683834333379,0.05421939510208294,-1.4425504219908634,-0.9922210842597264
0,-0.7891255345317383,0,3.0,2,1,3,0,36.0,5.0,2.0,3.0,-0.3533078858254431,0.5855422284210648,-0.5904499851996481,-0.8914122343831438
0,-1.7870774616288665,0,1.0,5,1,0,0,23.0,3.0,2.0,3.0,-0.20526116062915203,-1.4268583411935547,-0.07918972312491897,-0.03873737917704959
0,1.9552422649853642,1,1.0,5,0,0,0,54.0,3.0,3.0,4.0,-0.6607410966104353,0.012498895488121317,-1.6129705093491065,-1.521467546111785
0,-2.5355414069517126,0,0.0,0,1,2,0,13.0,3.0,3.0,3.0,0.2834338209647939,-1.4268583411935547,-1.0165002035952557,-1.8112929895069598
1,-1.1633575071931614,0,3.0,5,0,0,0,26.0,3.0,3.0,4.0,0.24723847591341036,1.5046202934462782,-2.209440815102957,-2.2271294952478633
0,1.331522310549659,0,1.0,4,0,3,0,52.0,3.0,2.0,3.0,0.6897005095490799,0.4628348766152953,-1.3999454001513025,-1.8154933582518173
0,0.08408240167824883,1,3.0,5,0,0,0,43.0,4.0,3.0,2.0,0.9692564064304534,0.2112848054134679,-0.8034750943974519,-0.9586181343008656
0,0.08408240167824883,0,4.0,0,0,3,0,34.0,6.0,3.0,3.0,1.2900828422806334,-1.4268583411935547,-1.1869202909534988,-0.12694512281905898
0,0.20882639256538985,1,2.0,0,1,0,0,43.0,5.0,3.0,4.0,0.433610610932324,-0.3813917038083987,-0.5478449633600874,0.08727368316867876
0,0.33357038345253087,1,4.0,2,0,0,0,36.0,6.0,3.0,3.0,-1.426568661881111,-1.4268583411935547,-1.0165002035952557,-1.0426255091980177
0,-1.4128454889674433,0,3.0,0,0,3,0,20.0,5.0,3.0,4.0,0.42188047140149204,1.4040002649655472,-1.5277604656699848,1.50699831893055
0,1.331522310549659,0,3.0,0,2,2,0,48.0,5.0,2.0,3.0,1.613659656101969,0.5855422284210648,0.5598856044684924,-0.3663661412759428
0,1.9552422649853642,1,0.0,0,1,0,1,49.0,5.0,1.0,2.0,1.8377209928599545,-1.4268583411935547,1.1137508883827825,-0.9250151843420047
0,1.082034328775377,1,2.0,3,0,0,0,36.0,6.0,3.0,4.0,-0.6513160289987608,1.1855811787512776,-0.24960981048316203,0.3182939641358474
0,-1.2881014980803023,0,2.0,0,0,2,0,17.0,5.0,2.0,3.0,-0.6071261187606223,0.8125508292617384,-0.1643997668040405,-0.9418166593214351
0,0.9572903378882359,0,1.0,5,0,3,0,42.0,5.0,3.0,2.0,-1.300541443622456,-0.6071732311310146,-1.4425504219908634,-0.9922210842597264
0,-2.0365654434031484,1,0.0,0,0,0,0,23.0,5.0,2.0,3.0,-0.8355579198939135,0.5757256402766032,-1.2721303346326203,1.9984414620788902
0,-0.040661589208892186,0,3.0,0,0,1,0,41.0,5.0,2.0,2.0,-0.8076343695387492,-1.4268583411935547,-0.8460801162370127,-1.4626623836837784
0,-0.41489356187031523,0,3.0,0,0,3,0,34.0,3.0,4.0,4.0,0.7062909463703191,0.4002541271943529,-0.8460801162370127,-0.4419727786833798
0,-1.5375894798545844,0,2.0,0,0,4,0,28.0,4.0,3.0,3.0,0.9621574001172366,0.8469088877673538,-1.357340378311742,0.5073105576544394
0,1.082034328775377,0,3.0,0,0,3,0,48.0,5.0,2.0,4.0,1.1672170778933424,0.14134161488417926,-0.3774248760018443,-1.1602358340540306
0,-1.2881014980803023,1,2.0,0,0,0,0,27.0,3.0,3.0,4.0,-0.6221226507758582,1.2702492514972585,-0.7182650507183304,1.2087721380456602
0,-0.29014957098317423,0,1.0,0,0,3,0,33.0,5.0,4.0,3.0,1.3494525335683623,-1.4268583411935547,-0.7608700725578912,1.7800222873462943
0,-0.9138695254188793,0,2.0,0,0,2,0,25.0,5.0,2.0,3.0,-0.614423779993523,1.6616857037576631,-1.2295253127930597,-0.6183882659673995
0,-1.5375894798545844,0,2.0,0,1,3,0,29.0,3.0,1.0,3.0,0.9630373576746571,0.6321710221072572,0.1764404079124456,0.641722357489883
0,-0.7891255345317383,0,3.0,0,0,2,0,31.0,6.0,3.0,4.0,1.2262283279888178,0.04685695399373677,0.6024906263080533,0.7089282574076048
0,-0.5396375527574563,0,2.0,3,1,2,0,36.0,5.0,3.0,2.0,0.4220129868063296,-1.4268583411935547,0.815515735505857,0.15867995183125813
0,-1.2881014980803023,0,3.0,0,2,1,0,28.0,4.0,2.0,3.0,0.5365157661936312,0.47142439124169916,-0.1643997668040405,0.34349617660499304
0,-2.5355414069517126,1,1.0,5,1,0,0,13.0,3.0,2.0,3.0,-0.876628079870123,0.043175733439563685,-0.07918972312491897,-0.8914122343831438
0,-0.5396375527574563,0,1.0,5,0,1,0,32.0,4.0,2.0,2.0,-0.7106768260610232,0.8370922996228922,-1.655575531188667,1.2087721380456602
0,1.082034328775377,0,0.0,0,0,1,0,36.0,3.0,3.0,2.0,-0.6053958837314924,-0.4120685417598411,-1.7407855748677887,-1.8868996269143967
0,-0.1654055800960332,0,3.0,0,1,3,0,37.0,6.0,2.0,2.0,0.7175119142030666,-0.6022649370587838,-0.4626349196809658,-0.7107963783542665
0,1.8304982740982232,0,2.0,5,1,2,0,47.0,5.0,2.0,3.0,-0.9838128651848709,0.2959528781594488,-0.03658470128535821,0.27629027668727124
0,-0.6643815436445972,0,4.0,3,0,4,0,28.0,5.0,3.0,0.0,1.7535722406542475,0.37693973035125666,-1.2295253127930597,2.258864324260062
0,-1.4128454889674433,1,1.0,0,1,0,0,23.0,4.0,3.0,3.0,-0.7763565774322536,-0.13720407371491744,0.645095648147614,-0.4713753598973831
0,-1.5375894798545844,0,2.0,0,1,4,0,27.0,3.0,1.0,4.0,1.872593097510447,1.2138038696666045,-0.12179474496447973,-0.15214733528820465
0,-1.1633575071931614,0,2.0,5,0,3,0,31.0,3.0,2.0,4.0,0.3134718845646232,-1.4268583411935547,-0.07918972312491897,-0.03873737917704959
1,-0.040661589208892186,0,2.0,2,0,2,0,32.0,6.0,2.0,3.0,-0.5524411197675886,-1.4268583411935547,-1.7407855748677887,1.9732392496097444
0,-2.5355414069517126,0,1.0,3,2,1,0,21.0,3.0,3.0,2.0,-1.426568661881111,-1.4268583411935547,1.0285408447036608,-0.0009340604733310919
0,0.9572903378882359,1,3.0,5,0,0,0,41.0,5.0,4.0,4.0,-0.5834922293478674,0.07017135083683297,-0.12179474496447973,0.46950723895072094
1,0.08408240167824883,1,3.0,0,1,0,0,36.0,5.0,3.0,4.0,0.3049329553638956,-1.4268583411935547,-2.209440815102957,-0.3663661412759428
0,1.206778319662518,1,5.0,0,0,0,0,36.0,5.0,4.0,4.0,-0.6085123218316367,1.6616857037576631,-0.4626349196809658,0.6291212512553102
0,-0.5396375527574563,1,4.0,0,1,0,1,32.0,6.0,3.0,2.0,0.9886371156748033,0.2714114077982949,-0.07918972312491897,-0.22775397269564165
0,-2.0365654434031484,0,1.0,0,0,1,0,18.0,5.0,1.0,3.0,-0.1527824072028716,0.26650311372606417,-1.4425504219908634,-0.6813937971402633
0,-1.7870774616288665,0,1.0,0,0,0,0,36.0,5.0,3.0,3.0,0.12054407118801327,0.4382934062541414,-1.3999454001513025,0.7131286261524624
0,-0.7891255345317383,0,2.0,5,1,3,0,28.0,6.0,2.0,4.0,1.3530700061730565,0.3241755690747758,-0.3774248760018443,-0.2739580288890754
0,-1.6623334707417254,1,1.0,0,0,0,0,20.0,3.0,2.0,4.0,-0.38858681936646855,0.5671361256501993,-1.1017102472743772,-0.3663661412759428
0,2.204730246759646,0,0.0,0,0,0,0,53.0,3.0,3.0,4.0,-1.0295734645142878,0.5941317430474686,-1.1869202909534988,-0.7149967470991241
0,-1.6623334707417254,0,1.0,5,1,3,0,28.0,4.0,3.0,3.0,1.976912561144874,-1.4268583411935547,0.21904542975200636,0.5451138763581579
0,0.7078023561139539,0,3.0,1,0,3,0,43.0,5.0,2.0,2.0,0.2445833457865262,1.1818999581971046,-0.9312901599161342,-1.5466697585809308
0,1.581010292323941,1,0.0,2,0,0,0,39.0,6.0,3.0,4.0,-0.8708534660274857,0.9438476956939117,-0.6330550070392089,0.30989322664613217
0,-0.6643815436445972,1,4.0,2,1,0,0,33.0,6.0,4.0,3.0,0.06690146156797516,1.6285547187701055,-0.5052399415205266,1.3683861503502492
0,-1.0386135163060204,0,2.0,0,0,1,0,31.0,3.0,2.0,2.0,-0.668781442111361,1.2628868103889124,-0.33481985416228355,1.0659596007205012
0,-2.1613094342902897,0,2.0,0,2,0,0,20.0,4.0,1.0,2.0,-0.8511014323818356,1.0530572388010466,-0.33481985416228355,-0.15214733528820465
0,-0.41489356187031523,1,3.0,4,0,0,0,38.0,3.0,4.0,2.0,-1.1023774718370636,-1.4268583411935547,-0.5478449633600874,1.2087721380456602
1,-0.7891255345317383,0,3.0,5,1,3,0,29.0,2.0,2.0,4.0,1.3125318845152165,-1.4268583411935547,-0.8460801162370127,-0.672993059650548
0,-1.1633575071931614,1,1.0,0,0,0,0,36.0,3.0,3.0,3.0,-0.33354320430323353,0.1548394235828139,-1.3999454001513025,-0.4713753598973831
0,-1.7870774616288665,0,1.0,5,0,0,0,14.0,4.0,2.0,2.0,-0.45379199721598634,1.2420265605819316,-1.2721303346326203,-0.18995065399192315
0,-1.2881014980803023,0,2.0,0,1,2,0,27.0,3.0,3.0,2.0,0.3805407118214348,-0.40716024768761033,0.9433308010245394,0.7509319448561809
1,1.4562663014368,0,0.0,5,0,1,0,42.0,3.0,2.0,3.0,-1.426568661881111,-1.4268583411935547,-1.8259956185469102,3.073735860762438
0,0.832546347001095,0,3.0,5,0,3,0,36.0,3.0,3.0,3.0,0.578546853102969,-0.5495007757823029,-1.144315269113938,0.06207147069953308
0,-1.1633575071931614,1,3.0,0,1,0,0,32.0,3.0,4.0,4.0,1.3727233679963284,0.4947387880847954,-0.2922148323227228,-0.4251713037039494
0,0.08408240167824883,0,2.0,0,1,1,0,36.0,6.0,3.0,3.0,0.3168392529214514,-1.4268583411935547,-0.8034750943974519,-0.5301805223253897
0,-1.2881014980803023,0,1.0,2,1,4,0,25.0,6.0,3.0,2.0,0.27541103513997905,0.9438476956939117,-0.5904499851996481,-0.7023956408645513
0,-2.5355414069517126,1,0.0,2,1,1,0,18.0,4.0,3.0,2.0,-1.0561009682433755,0.3781668038693144,-0.42002989784140504,-1.2694454214203286
0,-1.0386135163060204,1,1.0,0,0,1,0,20.0,5.0,1.0,3.0,-0.06014351684541878,1.6616857037576631,-0.07918972312491897,1.0785607069550742
0,-1.7870774616288665,1,0.0,5,0,1,0,22.0,4.0,2.0,2.0,-1.0409362239138424,0.6162190663725071,-1.0165002035952557,-0.30336061010307863
0,-1.1633575071931614,1,3.0,0,1,0,0,31.0,3.0,3.0,4.0,-1.0709493602795337,0.43461218569996835,-0.1643997668040405,0.5703160888273036
0,-2.5355414069517126,0,1.0,0,1,0,0,13.0,6.0,2.0,3.0,-0.8437333270004946,-0.4108414682417834,-0.8886851380765735,-1.756688195823811
0,1.082034328775377,1,1.0,0,0,1,0,46.0,5.0,4.0,4.0,-0.1842868338756696,0.5634549050960262,-1.357340378311742,-1.8616974144452512
0,-1.4128454889674433,0,2.0,0,0,3,0,36.0,6.0,2.0,2.0,-0.9413457867353479,0.030904998258986738,-0.7608700725578912,-1.3870557462763415
0,1.4562663014368,0,3.0,5,0,2,0,46.0,5.0,3.0,2.0,0.43531330097197896,0.05176524806596755,-0.6756600288787696,-0.09334217286019854
0,-1.7870774616288665,0,0.0,0,1,0,0,27.0,6.0,3.0,3.0,0.5650668120212873,-1.4268583411935547,0.13383538607288484,-0.9838203467700113
0,0.08408240167824883,0,3.0,5,0,3,0,36.0,6.0,3.0,3.0,1.8341811585899532,0.03826743936733291,0.0060203205542025545,-0.18995065399192315
0,-1.7870774616288665,0,0.0,0,1,0,0,26.0,6.0,3.0,3.0,0.2590286469013427,-1.4268583411935547,0.26165045159156713,-0.09334217286019854
0,1.206778319662518,0,3.0,5,0,2,0,37.0,3.0,3.0,3.0,1.0517020601241434,1.6616857037576631,-1.2721303346326203,-0.5091786786011017
0,-1.5375894798545844,1,2.0,4,1,0,0,13.0,5.0,1.0,2.0,-1.426568661881111,-1.4268583411935547,0.09123036423332408,0.2132847455144071
0,2.3294742376467874,0,0.0,0,1,0,0,56.0,3.0,2.0,2.0,0.783894689598888,-0.6501208042630339,-0.3774248760018443,2.216860636811486
0,1.082034328775377,0,2.0,2,0,4,0,48.0,5.0,2.0,3.0,1.8606912653412133,-0.42433927694041806,-1.2721303346326203,-0.7990041219962764
0,-0.41489356187031523,0,0.0,5,0,3,0,36.0,5.0,3.0,3.0,0.3928659493877851,-1.4268583411935547,-0.5052399415205266,0.48630871393015135
0,-1.9118214525160075,0,2.0,3,0,0,0,21.0,6.0,2.0,4.0,-0.7451780013083724,0.9291228134772194,-0.6756600288787696,1.3851876253296798
0,0.9572903378882359,1,1.0,3,0,0,0,36.0,4.0,2.0,4.0,-0.609900321084651,1.6616857037576631,-1.8259956185469102,0.5073105576544394
0,0.7078023561139539,0,3.0,0,0,3,0,42.0,5.0,2.0,4.0,1.237179868989093,0.21619309948569865,-1.4851554438304242,1.2087721380456602
0,0.20882639256538985,0,3.0,3,2,1,0,36.0,3.0,3.0,3.0,0.8593417498210766,0.6162190663725071,-1.314735356472181,-0.7023956408645513
0,0.9572903378882359,1,1.0,5,1,0,0,47.0,6.0,4.0,3.0,-0.7144984079725372,0.5695902726863148,-1.2295253127930597,0.007466677016384131
0,-1.6623334707417254,0,1.0,2,1,2,0,28.0,6.0,3.0,4.0,-0.7853171399564686,0.7965988735269883,0.9007257791849785,0.8349393197533331
1,-2.5355414069517126,1,0.0,1,1,0,0,15.0,3.0,2.0,3.0,-1.4238184979221002,0.3254026425928335,-1.655575531188667,-1.9919088455358371
0,-2.0365654434031484,1,2.0,2,0,0,0,24.0,4.0,2.0,1.0,-1.0404171115830438,-1.4268583411935547,-0.9312901599161342,-0.7401989595682698
0,0.33357038345253087,1,5.0,0,0,0,0,43.0,4.0,2.0,3.0,0.43137992467855396,-1.4268583411935547,0.3042554734311279,0.9819522258233491
0,-1.2881014980803023,1,2.0,0,2,1,0,20.0,4.0,3.0,2.0,0.6211935437061832,0.10084818878827534,0.645095648147614,0.11247589563782442
0,1.206778319662518,0,4.0,0,0,3,0,49.0,3.0,4.0,2.0,-0.251461187956955,1.308288530557047,-1.357340378311742,0.960950382099061
0,0.832546347001095,0,3.0,2,0,3,0,36.0,3.0,3.0,1.0,0.794990313408867,1.1855811787512776,-0.8460801162370127,1.0281562820167829
1,-0.9138695254188793,0,2.0,2,0,4,0,26.0,2.0,3.0,4.0,0.5258654236013404,-1.4268583411935547,-2.1242307714238358,-1.9415044205975458
0,-1.5375894798545844,0,3.0,3,0,2,0,23.0,5.0,3.0,2.0,-0.26773525060060965,0.8002800940811614,-1.314735356472181,-0.7023956408645513
0,0.832546347001095,0,2.0,3,0,3,0,45.0,4.0,4.0,4.0,1.4921970811284828,0.1818350409800832,-1.1869202909534988,-1.4374601712146329
0,-1.7870774616288665,0,0.0,0,1,1,0,21.0,6.0,1.0,3.0,-1.3031912613587082,-0.291815336990187,-0.07918972312491897,0.15867995183125813
0,-0.9138695254188793,0,2.0,0,0,3,0,22.0,5.0,4.0,2.0,-0.06284880192727123,1.6616857037576631,-1.2295253127930597,0.007466677016384131
0,1.331522310549659,0,1.0,5,0,4,0,46.0,3.0,3.0,4.0,1.8878433997943003,1.6616857037576631,-1.2295253127930597,0.007466677016384131
0,0.20882639256538985,1,4.0,0,1,0,0,40.0,4.0,4.0,4.0,0.8173924055513673,-0.6317147014921685,-0.3774248760018443,0.6501230949795982
0,-1.1633575071931614,0,3.0,0,0,2,0,30.0,6.0,2.0,4.0,1.1562570055233727,-1.4268583411935547,-0.7608700725578912,1.7800222873462943
0,-1.2881014980803023,0,1.0,0,0,3,0,32.0,4.0,4.0,3.0,1.1185459794480768,0.3683502157248528,-0.6330550070392089,0.04947036446496025
0,-0.9138695254188793,0,3.0,3,2,1,0,34.0,3.0,3.0,2.0,-0.8334168272889303,1.2542972957625085,-0.2922148323227228,0.19228290179011903
0,-1.9118214525160075,0,0.0,0,2,0,0,36.0,4.0,3.0,2.0,-0.5335219556663856,1.629781792288163,-0.6330550070392089,-0.18995065399192315
0,-1.9118214525160075,0,2.0,0,1,1,0,36.0,3.0,2.0,4.0,0.14981285802419958,0.007590601415890537,-0.33481985416228355,0.06207147069953308
0,-1.2881014980803023,0,4.0,0,1,2,0,36.0,3.0,2.0,1.0,1.41029584899977,0.5425946552890455,0.3894655171102494,2.519287186441234
0,0.08408240167824883,1,5.0,0,1,0,0,42.0,4.0,2.0,4.0,-0.9599590163222049,-0.06971503022174423,-1.0165002035952557,-1.4500612774492057
1,-1.1633575071931614,0,3.0,3,0,2,0,19.0,2.0,3.0,4.0,-0.6043590826113782,1.6616857037576631,-2.252045836942518,-2.151522857840426
0,-1.0386135163060204,0,2.0,0,2,2,1,26.0,4.0,2.0,0.0,1.6912806502299746,-0.5912212753962646,-0.33481985416228355,0.06207147069953308
0,-0.9138695254188793,0,2.0,0,0,3,0,27.0,4.0,2.0,2.0,0.6455595590541229,0.3843021714596028,-0.8886851380765735,1.2087721380456602
0,-0.9138695254188793,0,1.0,0,1,3,0,36.0,5.0,3.0,3.0,1.6317583501846533,-0.35194193937501406,-0.9312901599161342,1.4103898377988255
0,-1.1633575071931614,0,3.0,0,0,1,0,36.0,3.0,3.0,3.0,-1.0571547688926908,-1.4268583411935547,-1.2295253127930597,0.3686983890741387
0,1.4562663014368,0,1.0,0,0,3,0,49.0,6.0,4.0,2.0,-1.2769835131886909,0.11066477693273691,-0.20700478864360125,-0.7317982220785546
0,1.4562663014368,1,2.0,0,0,0,0,39.0,3.0,4.0,3.0,-0.17986187330584583,-0.10530016224541738,-1.4425504219908634,-0.33696356006193956
0,-1.1633575071931614,0,3.0,0,0,1,0,36.0,6.0,4.0,1.0,-0.35631799663493297,0.5720444197224301,-1.4851554438304242,-0.8914122343831438
0,0.9572903378882359,0,3.0,0,0,3,0,46.0,4.0,3.0,2.0,-0.7141156356712905,0.11434599748690999,-0.42002989784140504,0.25948880170784083
0,-0.1654055800960332,1,3.0,2,1,0,0,39.0,5.0,4.0,1.0,-0.8130771983515483,1.3377382949904317,-0.07918972312491897,0.8265385822636179
0,-1.2881014980803023,1,2.0,0,0,0,0,26.0,5.0,2.0,2.0,0.49102994376414255,0.10821062989662152,-1.1869202909534988,-0.975419609280296
0,0.832546347001095,0,3.0,0,0,1,0,43.0,6.0,4.0,2.0,0.3348136050888254,-0.5887671283601491,-0.6756600288787696,1.0407573882513557
0,-1.5375894798545844,1,1.0,3,0,0,0,30.0,3.0,3.0,3.0,-0.7857262246563572,-0.18751408795528293,-0.7608700725578912,-0.13954622905363182
1,-1.4128454889674433,0,4.0,0,0,3,0,24.0,6.0,3.0,4.0,0.9003884679206546,-1.4268583411935547,-1.9964157059051533,-1.790291145782672
0,-1.7870774616288665,0,3.0,0,0,1,0,18.0,5.0,3.0,3.0,0.17313354273713322,-0.2451865433039946,-0.9312901599161342,0.0326688894855298
0,-1.0386135163060204,0,2.0,2,0,0,0,27.0,6.0,2.0,4.0,-1.426568661881111,-1.4268583411935547,-0.2922148323227228,-0.23195434144049926
0,-1.1633575071931614,0,3.0,2,0,3,0,28.0,6.0,2.0,2.0,-0.7634553959869351,0.11802721804108307,-0.5478449633600874,-0.3663661412759428
0,-1.1633575071931614,1,3.0,5,0,0,0,36.0,6.0,3.0,4.0,0.8405913664149063,0.14502283543835237,-0.5904499851996481,0.7425312073664657
0,0.08408240167824883,1,2.0,0,1,0,0,36.0,3.0,3.0,3.0,-0.7614535485090917,0.2787738489066411,-0.07918972312491897,-1.03842514045316
0,0.7078023561139539,1,3.0,4,1,0,0,36.0,3.0,2.0,1.0,1.6186142420922207,-0.09548357410095583,-0.07918972312491897,-0.5763845785188234
0,0.9572903378882359,0,3.0,5,0,2,0,43.0,6.0,3.0,4.0,-0.9522836532651937,0.5119178173376031,-1.2295253127930597,0.3686983890741387
0,0.832546347001095,0,3.0,3,0,3,0,40.0,4.0,4.0,4.0,0.11208310287204938,0.6837081098656804,-1.1869202909534988,-1.2148406277371797
0,-1.6623334707417254,1,3.0,3,1,0,0,23.0,6.0,4.0,1.0,-0.8084699298569645,0.9880223423439887,0.21904542975200636,-0.5091786786011017
0,0.33357038345253087,0,2.0,0,0,2,0,43.0,4.0,4.0,4.0,1.1108418027600853,0.4333851121819106,-0.6756600288787696,1.3851876253296798
1,-1.1633575071931614,0,0.0,4,0,4,0,22.0,3.0,3.0,4.0,0.495122003267342,-1.4268583411935547,-1.9964157059051533,-1.3744546400417688
0,-1.9118214525160075,0,1.0,2,0,1,0,24.0,5.0,2.0,3.0,-1.426568661881111,-1.4268583411935547,-0.6756600288787696,-1.3114491088689044
0,-0.41489356187031523,0,3.0,0,1,4,0,31.0,3.0,3.0,3.0,-1.426568661881111,-1.4268583411935547,-0.8460801162370127,0.6837260449384591
0,-0.9138695254188793,0,1.0,2,0,3,0,26.0,6.0,2.0,3.0,1.1560566898100948,0.07017135083683297,-0.6756600288787696,-1.3114491088689044
0,-1.0386135163060204,0,2.0,5,0,1,0,36.0,3.0,3.0,1.0,-0.7129681387499471,1.002747224560681,-0.8460801162370127,-1.2862468963997589
0,1.9552422649853642,1,1.0,2,0,0,0,49.0,5.0,4.0,2.0,-0.7690805536364858,-0.005907207282744105,-1.0165002035952557,-1.0426255091980177
0,1.4562663014368,1,1.0,0,0,1,0,48.0,3.0,3.0,2.0,0.8823489557709405,0.9168520782966424,-1.144315269113938,-1.4920649648977817
0,-0.9138695254188793,1,2.0,5,0,0,0,27.0,6.0,1.0,3.0,0.577630524327128,1.0125638127051426,-0.8034750943974519,1.5910056938277022
0,-2.0365654434031484,0,2.0,3,2,1,0,22.0,3.0,3.0,4.0,-0.5896074977564666,-0.10775430928153278,-0.33481985416228355,-0.3495646662965124
0,-0.040661589208892186,0,4.0,4,0,3,0,39.0,3.0,3.0,1.0,-0.06995663466230277,0.46160780309723765,0.3894655171102494,-0.4335720411936646
0,-0.9138695254188793,0,2.0,3,0,2,0,31.0,6.0,3.0,2.0,0.6360531868518087,-0.12493333853434051,-1.314735356472181,-0.9838203467700113
0,0.832546347001095,1,1.0,3,0,1,0,43.0,4.0,4.0,2.0,-1.3639115941573967,0.3045423927858527,-0.7608700725578912,1.0323566507616404
0,-1.5375894798545844,0,1.0,2,0,4,0,36.0,6.0,2.0,1.0,1.372396021062853,0.10821062989662152,-1.1017102472743772,-0.06813996039105287
0,0.9572903378882359,1,0.0,0,2,0,1,36.0,4.0,3.0,1.0,0.8929871455552113,0.26404896668994876,-0.3774248760018443,0.15867995183125813
0,0.9572903378882359,0,3.0,5,1,3,0,36.0,4.0,1.0,3.0,1.260692461855445,-1.4268583411935547,-0.8034750943974519,-0.7528000658028426
0,-0.9138695254188793,0,2.0,2,0,2,0,28.0,6.0,3.0,5.0,-0.551454304153221,1.6616857037576631,-1.2721303346326203,-0.5091786786011017
0,-1.2881014980803023,1,3.0,0,0,0,0,28.0,4.0,3.0,2.0,-0.13080164205960304,1.6616857037576631,-1.3999454001513025,-1.349252427572623
0,-1.0386135163060204,0,3.0,5,0,1,0,32.0,6.0,6.0,2.0,0.48879130496892914,-0.14333944130520593,-1.0591052254348166,0.11247589563782442
0,-0.1654055800960332,0,4.0,0,0,2,0,36.0,6.0,1.0,1.0,0.7994711074923071,0.50823659678343,0.21904542975200636,-0.9376162905765775
0,-2.2860534251774305,1,0.0,0,2,0,0,23.0,5.0,1.0,3.0,-0.38126916213447554,-0.7102474066478609,0.9433308010245394,-0.026136272942476762
0,-1.1633575071931614,1,1.0,5,1,0,0,36.0,6.0,2.0,2.0,1.1924272814345427,0.942620622175854,-0.7608700725578912,0.40230133903299964
0,1.331522310549659,0,0.0,0,0,1,0,48.0,4.0,2.0,2.0,-0.012581529573548297,1.0849611502705465,-1.2295253127930597,-0.8914122343831438
0,0.20882639256538985,1,4.0,0,0,0,0,36.0,5.0,1.0,1.0,-0.6647537255185124,-0.4783305117349566,-1.868600640386471,0.8265385822636179
0,-1.6623334707417254,0,0.0,0,1,1,0,36.0,6.0,1.0,1.0,0.652420676337329,-0.8084132880924765,0.0060203205542025545,-0.3663661412759428
0,-1.0386135163060204,0,1.0,2,0,2,0,25.0,6.0,2.0,3.0,0.5725766564879018,0.5352322141806993,-1.1869202909534988,-0.7149967470991241
